Pull Request Number,Title,Author,Created At,Additions,Deletions,Commits,Merged,Weekday,Year and Month,Total Changes
4769,Cleanup code after dropping ICC support in favor of ICX,UniQP,2023-08-31 20:01:44+00:00,25,31,1,False,3,2023-08-01,56
4767,omit unneeded tests,ttruscott,2023-08-26 12:10:36+00:00,0,2,1,False,5,2023-08-01,2
4766,Simplify README,Disservin,2023-08-26 07:51:28+00:00,21,33,1,False,5,2023-08-01,54
4765,Renaming 'r' variable to 'reductionScale',FauziAkram,2023-08-25 12:56:43+00:00,2,2,1,False,4,2023-08-01,4
4763,cleanup includes,Disservin,2023-08-23 17:33:48+00:00,220,90,2,False,2,2023-08-01,310
4762,Play turbulent when defending;  simpler when attacking,snicolet,2023-08-23 06:55:41+00:00,2,1,1,False,2,2023-08-01,3
4761,Do the polish opening,mrnelson6,2023-08-22 22:48:43+00:00,16,1,1,False,1,2023-08-01,17
4760,Assorted trivial cleanups;  sept.2023,snicolet,2023-08-22 13:05:07+00:00,1,0,1,False,1,2023-08-01,1
4759,Fix some tabs in Makefile,snicolet,2023-08-22 08:01:05+00:00,12,12,1,False,1,2023-08-01,24
4758,Update links to fishtest,vondele,2023-08-21 20:46:14+00:00,4,4,1,False,0,2023-08-01,8
4757,Increase reduction on retrying a move we just retreated that repeats,peregrineshahin,2023-08-21 18:46:48+00:00,5,0,1,False,0,2023-08-01,5
4756,Cooffe patch 1,Cooffe,2023-08-19 04:50:33+00:00,117,0,68,False,5,2023-08-01,117
4755,Do more full window searches,cj5716,2023-08-19 02:27:39+00:00,2,3,1,False,5,2023-08-01,5
4753,Simplify slider_blockers method,pb00068,2023-08-17 12:44:40+00:00,18,21,5,False,3,2023-08-01,39
4752,Use unsigned vector pointer for ARM,Matthies,2023-08-16 09:21:49+00:00,2,2,1,False,2,2023-08-01,4
4751,Simplify Square Clipped ReLU code.,gcp,2023-08-15 08:47:01+00:00,5,19,1,False,1,2023-08-01,24
4750,add -funroll-loops to CXXFLAGS,Disservin,2023-08-14 06:21:18+00:00,1,1,1,False,0,2023-08-01,2
4747,Simplify PvNode reduction,XInTheDark,2023-08-13 23:51:50+00:00,2,2,1,False,6,2023-08-01,4
4746,Fix dead link in tbprobe.cpp,SzilBalazs,2023-08-13 15:48:33+00:00,2,1,3,False,6,2023-08-01,3
4745,Update sanitizer CI to ubuntu 22.04,vondele,2023-08-13 09:00:22+00:00,2,2,1,False,6,2023-08-01,4
4744,Give extra bonus to main history for moves that caused a fail low.,Vizvezdenec,2023-08-13 08:05:55+00:00,1,0,1,False,6,2023-08-01,1
4743,Simplify a depth condition,cj5716,2023-08-12 13:59:57+00:00,1,1,1,False,5,2023-08-01,2
4742,Detect repetitions before they happen in qsearch recursive calls.,peregrineshahin,2023-08-12 12:27:00+00:00,12,0,1,False,5,2023-08-01,12
4741,add CONTRIBUTING.md,Disservin,2023-08-11 21:49:18+00:00,87,0,1,False,4,2023-08-01,87
4740,Remove unused enum scale factor,gab8192,2023-08-11 19:34:50+00:00,1,7,1,False,4,2023-08-01,8
4739,Check compiler for docker builds in CI,ppigazzini,2023-08-11 16:10:05+00:00,11,6,1,False,4,2023-08-01,17
4738,Simplify the Prior countermove that caused the fail-low formula,FauziAkram,2023-08-11 11:25:55+00:00,1,1,1,False,4,2023-08-01,2
4736,Simplify SEE pruning for captures,snicolet,2023-08-10 04:42:14+00:00,3,22,1,False,3,2023-08-01,25
4734,Simplify pieceValue to one phase.,peregrineshahin,2023-08-09 21:03:05+00:00,24,32,1,False,2,2023-08-01,56
4733,Remove unused enum ScaleFactor,gab8192,2023-08-09 20:56:21+00:00,0,7,1,False,2,2023-08-01,7
4732,Remove the enum ScaleFactor,gab8192,2023-08-09 20:35:39+00:00,0,7,1,False,2,2023-08-01,7
4731,Simplify material,mstembera,2023-08-09 18:55:14+00:00,2,5,1,False,2,2023-08-01,7
4730,Improve testing coverage and remove unused,vondele,2023-08-09 13:36:45+00:00,52,81,1,False,2,2023-08-01,133
4728,Fix code indentation and other whitespace issues,UniQP,2023-08-07 21:28:16+00:00,359,360,1,False,0,2023-08-01,719
4727,Separation of uci info string Illegal setoption (name vs token),KasparovChess,2023-08-07 13:02:41+00:00,5,2,2,False,0,2023-08-01,7
4726,Fix Makefile script assuming the first download failed if an already incorrect network file is present.,Sopel97,2023-08-07 11:12:20+00:00,9,2,1,False,0,2023-08-01,11
4725,Adjust futility pruning base in qsearch.,Vizvezdenec,2023-08-06 23:34:53+00:00,1,1,1,False,6,2023-08-01,2
4724,Remove all references to Score type,aesrentai,2023-08-06 21:28:01+00:00,2,72,1,False,6,2023-08-01,74
4723,[RFC] Verify PR Semantics,Disservin,2023-08-05 14:02:53+00:00,54,0,1,False,5,2023-08-01,54
4722,xx,Disservin,2023-08-05 13:42:46+00:00,56,1,3,False,5,2023-08-01,57
4721,Simplifying the Prune moves with negative SEE formula,FauziAkram,2023-08-05 11:51:28+00:00,1,1,1,False,5,2023-08-01,2
4720,Invalid fen detection and crash prevention,KasparovChess,2023-08-03 23:07:56+00:00,13,5,7,False,3,2023-08-01,18
4719,AffineTransformSparseInput for armv8,AndrovT,2023-08-01 12:50:49+00:00,83,35,1,False,1,2023-08-01,118
4718,Add new CPU archs in CI Tests workflow,ppigazzini,2023-07-31 20:59:27+00:00,62,1,1,False,0,2023-07-01,63
4715,Fix greater than TB scores in null move pruning.,peregrineshahin,2023-07-30 20:48:28+00:00,2,4,1,False,6,2023-07-01,6
4714,Update evaluate_nnue.cpp,Satyam-Vy,2023-07-30 12:45:15+00:00,2,1,1,False,6,2023-07-01,3
4713,Remove classical psqt,linrock,2023-07-29 21:21:20+00:00,8,184,1,False,5,2023-07-01,192
4712,Identify NEON_DOTPROD in compiler_info(),niklasf,2023-07-29 14:36:57+00:00,3,1,1,False,5,2023-07-01,4
4711, Apply penalties for non-threatend pieces moving to threatend squares in mp,rn5f107s2,2023-07-28 19:11:21+00:00,11,0,1,False,4,2023-07-01,11
4710,Trivial comments clean-up,snicolet,2023-07-28 15:07:13+00:00,6,7,1,False,4,2023-07-01,13
4709,Removing ttValue <= alpha extension,FauziAkram,2023-07-25 11:59:57+00:00,0,4,1,False,1,2023-07-01,4
4708,Remove unused return type from propagate(),mstembera,2023-07-25 02:06:32+00:00,8,17,1,False,1,2023-07-01,25
4706,Simplify qSearch initial ttEntry saving.,peregrineshahin,2023-07-23 17:14:28+00:00,2,2,1,False,6,2023-07-01,4
4705,Qsearch simplify,windfishballad,2023-07-23 15:15:55+00:00,2,2,2,False,6,2023-07-01,4
4704,Check clock more often,vondele,2023-07-22 14:46:59+00:00,3,3,1,False,5,2023-07-01,6
4702,Simplify TT cutoff.,locutus2,2023-07-20 20:18:09+00:00,1,1,1,False,3,2023-07-01,2
4701,Bitwise Operation Comment,FauziAkram,2023-07-20 01:56:25+00:00,1,0,3,False,3,2023-07-01,1
4700,Do more futility pruning for cutNodes that are not in TT.,Vizvezdenec,2023-07-19 09:01:49+00:00,3,3,1,False,2,2023-07-01,6
4698,Remove inline assembly,mstembera,2023-07-18 18:55:50+00:00,0,118,1,False,1,2023-07-01,118
4697,Create Review.py,Tanay-Rao,2023-07-18 12:54:40+00:00,1,0,1,False,1,2023-07-01,1
4696,Unused Code Cleanup,aesrentai,2023-07-17 21:25:30+00:00,1,18,1,False,0,2023-07-01,19
4695,Removes a few Bitboards and functions that are not used,rn5f107s2,2023-07-17 20:23:49+00:00,0,104,1,False,0,2023-07-01,104
4694,remove evalType from bench,robertnurnberg,2023-07-17 16:06:27+00:00,0,1,1,False,0,2023-07-01,1
4693,Couple UCI display cosmetics.,windfishballad,2023-07-17 02:39:04+00:00,2,1,2,False,0,2023-07-01,3
4692,Switch to macos 13 for CI,vondele,2023-07-16 20:05:58+00:00,35,27,1,False,6,2023-07-01,62
4691,Deprecate the x86-64-modern arch,vondele,2023-07-16 14:48:17+00:00,22,12,1,False,6,2023-07-01,34
4689,Make depth comparisons consistent,FauziAkram,2023-07-16 11:27:17+00:00,14,14,1,False,6,2023-07-01,28
4688,Remove improving variable,Vizvezdenec,2023-07-16 08:54:26+00:00,9,10,2,False,6,2023-07-01,19
4687,Remove pawnKey from StateInfo,MaximMolchanov,2023-07-15 20:34:19+00:00,1,16,1,False,5,2023-07-01,17
4686,Consolidate to centipawns conversion,vondele,2023-07-15 11:35:49+00:00,15,9,1,False,5,2023-07-01,24
4685,Remove some CI parts not yet working,vondele,2023-07-15 10:12:17+00:00,2,6,1,False,5,2023-07-01,8
4684,Remove large input specialization for dense affine transform,AndrovT,2023-07-15 09:08:06+00:00,3,258,1,False,5,2023-07-01,261
4683,Rename bonus1 and bonus2,FauziAkram,2023-07-14 21:53:57+00:00,9,9,1,False,4,2023-07-01,18
4682,Build and test more binaries in CI,vondele,2023-07-14 19:51:38+00:00,50,16,1,False,4,2023-07-01,66
4681,Reintroduce nnue eval pawn count multipliers again,linrock,2023-07-13 14:29:13+00:00,3,1,1,False,3,2023-07-01,4
4679,Generate binaries for more advanced architectures,vondele,2023-07-12 19:35:59+00:00,23,3,1,False,2,2023-07-01,26
4677,More simplifications and cleanup in affine_transform_sparse_input.h,mstembera,2023-07-12 05:23:55+00:00,10,34,1,False,2,2023-07-01,44
4675,Cleanup code after removal of classical evaluation,UniQP,2023-07-11 21:20:45+00:00,1,2,1,False,1,2023-07-01,3
4674,Remove classical evaluation,vondele,2023-07-11 15:07:02+00:00,37,2745,2,False,1,2023-07-01,2782
4673,Simplify PvNode reduction,XInTheDark,2023-07-07 12:20:35+00:00,1,1,1,False,4,2023-07-01,2
4672,Increment `ss->doubleExtensions` instead of re-assigning,cj5716,2023-07-06 23:31:27+00:00,1,1,1,False,3,2023-07-01,2
4671,Fix commit hash reference in bench extraction,ppigazzini,2023-07-06 21:56:47+00:00,1,1,1,False,3,2023-07-01,2
4670,Fix commit hash reference in bench extraction,ppigazzini,2023-07-06 21:45:01+00:00,1,1,1,False,3,2023-07-01,2
4669,Fix CI output,vondele,2023-07-06 21:29:51+00:00,1,1,1,False,3,2023-07-01,2
4668,Revise extract bench from git log in CI,vondele,2023-07-06 17:49:27+00:00,2,2,1,False,3,2023-07-01,4
4667,Test,vondele,2023-07-06 16:31:04+00:00,7,3,2,False,3,2023-07-01,10
4666,Update default net to nn-c38c3d8d3920.nnue,linrock,2023-07-06 15:58:34+00:00,1,1,1,False,3,2023-07-01,2
4663,Add armv8-dotprod to CI binaries,vondele,2023-07-05 19:02:23+00:00,4,1,1,False,2,2023-07-01,5
4662,Simplify away lookup_count,mstembera,2023-07-05 09:56:36+00:00,1,8,1,False,2,2023-07-01,9
4661,Merge SF 16 in the cluster branch,vondele,2023-07-03 18:36:30+00:00,2424,1733,193,True,0,2023-07-01,4157
4660,Remove leftover braces for if conditional in CI,ppigazzini,2023-07-03 17:42:14+00:00,3,3,1,False,0,2023-07-01,6
4659,Add CodeQL workflow,jorgectf,2023-07-03 07:17:25+00:00,53,0,1,False,0,2023-07-01,53
4658,add bmi2 to generated binaries,Disservin,2023-07-03 06:21:41+00:00,29,13,2,False,0,2023-07-01,42
4656,Non functional simplification + small cleanup,mstembera,2023-07-03 02:53:55+00:00,4,12,1,False,0,2023-07-01,16
4653,Make posix and msys2 shells consistent in CI,ppigazzini,2023-07-01 16:12:38+00:00,17,17,1,False,5,2023-07-01,34
4651,Restore development,vondele,2023-07-01 10:19:22+00:00,1,1,1,False,5,2023-07-01,2
4650,Simplify away improvement term in null move search,XInTheDark,2023-07-01 09:04:56+00:00,1,1,3,False,5,2023-07-01,2
4649,Fix pruning to (in TB loss) in Null move pruning.,peregrineshahin,2023-07-01 07:24:09+00:00,2,1,1,False,5,2023-07-01,3
4646,Update NNUE architecture to SFNNv7 with larger L1 size of 2048,linrock,2023-06-29 23:36:02+00:00,2,2,1,False,3,2023-06-01,4
4644,Negative extension on cutNodes based on depth,cj5716,2023-06-28 05:28:12+00:00,4,0,2,False,2,2023-06-01,4
4643,Improving grammar and readability,FauziAkram,2023-06-27 12:15:31+00:00,31,31,2,False,1,2023-06-01,62
4642,Document the LEB128 patch,snicolet,2023-06-27 10:07:01+00:00,62,16,1,False,1,2023-06-01,78
4641,Update evaluate.cpp,Disservin,2023-06-26 19:40:15+00:00,2,0,1,False,0,2023-06-01,2
4640,Update default data to nn-a3d1bfca1672.nnue,Ergodice,2023-06-25 15:16:09+00:00,1,1,4,False,6,2023-06-01,2
4639,Introduce a quadratics in the singular margin formula,snicolet,2023-06-24 18:28:12+00:00,3,1,1,False,5,2023-06-01,4
4638,Stockfish 16,vondele,2023-06-24 06:59:17+00:00,1,1,1,False,5,2023-06-01,2
4637,Simplify score improvement reduction,XInTheDark,2023-06-24 05:16:43+00:00,4,4,1,False,5,2023-06-01,8
4636,Update winrate model with June data,vondele,2023-06-22 08:00:38+00:00,3,3,1,False,3,2023-06-01,6
4635,Update default net to nn-5af11540bbfe.nnue,linrock,2023-06-22 04:37:14+00:00,1,1,1,False,3,2023-06-01,2
4634,Simplify aspiration window widening,XInTheDark,2023-06-22 04:29:49+00:00,1,1,1,False,3,2023-06-01,2
4632,Fix Potential in TB cutoffs for NMP.,peregrineshahin,2023-06-21 12:30:41+00:00,5,4,1,False,2,2023-06-01,9
4631,Fix failing pr's because of missing permissions,Disservin,2023-06-20 16:27:33+00:00,1,0,1,False,1,2023-06-01,1
4630,Fix indentation in qsearch.,joergoster,2023-06-20 08:43:48+00:00,16,16,1,False,1,2023-06-01,32
4629,Update top CPU contributors,vondele,2023-06-20 07:46:28+00:00,59,58,1,False,1,2023-06-01,117
4628,simplified gives check castling,rn5f107s2,2023-06-17 09:16:11+00:00,4,6,1,False,5,2023-06-01,10
4627,Extract bench according to wiki instructions,ppigazzini,2023-06-16 15:29:36+00:00,8,2,1,True,4,2023-06-01,10
4626,1st step to build SF as shared library,ab-chesspad,2023-06-15 16:34:20+00:00,138,68,7,False,3,2023-06-01,206
4625,Cleanup: Remove redundant spaces,XInTheDark,2023-06-15 13:42:17+00:00,94,94,1,False,3,2023-06-01,188
4623,Small cleanup on #4618,cj5716,2023-06-15 13:05:42+00:00,0,4,1,False,3,2023-06-01,4
4622,create prereleases upon push to master,Disservin,2023-06-14 21:01:04+00:00,104,3,1,False,2,2023-06-01,107
4620,Permute master net weights to increase sparsity,AndrovT,2023-06-14 15:49:01+00:00,1,1,1,False,2,2023-06-01,2
4619,Consistent bench extraction with fishtest.,peregrineshahin,2023-06-14 14:31:09+00:00,1,1,1,False,2,2023-06-01,2
4618,Remove setting of static to none if in check in qsearch,Viren6,2023-06-13 21:33:27+00:00,1,1,2,False,1,2023-06-01,2
4617,Implemented LEB128 in feature transformer,MaximMolchanov,2023-06-13 20:11:39+00:00,84,7,8,False,1,2023-06-01,91
4616,Fix for MSVC compilation,Matthies,2023-06-13 04:35:40+00:00,2,2,1,False,1,2023-06-01,4
4615,Clean-up code indentation in qsearch,snicolet,2023-06-12 21:34:11+00:00,77,75,1,False,0,2023-06-01,152
4614,Some comments change and bench fix.,Vizvezdenec,2023-06-12 19:14:15+00:00,4,1,1,False,0,2023-06-01,5
4613,Add network export to CI,vondele,2023-06-12 07:52:03+00:00,7,1,1,False,0,2023-06-01,8
4612,Use block sparse input for the first layer.,AndrovT,2023-06-11 13:44:50+00:00,290,2,6,False,6,2023-06-01,292
4611,Update default net to nn-ea57bea57e32.nnue,linrock,2023-06-09 23:04:48+00:00,1,1,1,False,4,2023-06-01,2
4609,Reintroduce SEE verification against discovered attacks,pb00068,2023-06-07 07:12:28+00:00,34,9,1,False,2,2023-06-01,43
4608,Simplify multiplier for improvement,cj5716,2023-06-07 01:57:33+00:00,1,1,1,False,2,2023-06-01,2
4607,Remove optimism multiplier in nnue eval calculation,linrock,2023-06-06 14:55:32+00:00,2,2,1,False,1,2023-06-01,4
4606,Update default net to nn-0dd1cebea573.nnue,linrock,2023-06-06 02:20:06+00:00,1,1,1,False,1,2023-06-01,2
4604,Fix no previous moves on root.,peregrineshahin,2023-06-05 08:49:17+00:00,1,1,1,False,0,2023-06-01,2
4603,Search tuning at very long time control with new net,XInTheDark,2023-06-04 12:50:11+00:00,35,37,1,False,6,2023-06-01,72
4602,Simplify blending nnue complexity with optimism,linrock,2023-06-04 05:39:07+00:00,2,4,1,False,6,2023-06-01,6
4599,Remove static eval threshold for extensions when giving check,linrock,2023-06-02 02:46:44+00:00,1,3,1,False,4,2023-06-01,4
4597,Move internal iterative reduction before probcut.,Vizvezdenec,2023-06-01 12:26:23+00:00,16,15,2,False,3,2023-06-01,31
4596,add binaries to release,Disservin,2023-05-31 20:40:47+00:00,30,11,2,False,2,2023-05-01,41
4595,Simplify away SEE verification,pb00068,2023-05-31 09:50:14+00:00,8,30,1,False,2,2023-05-01,38
4594,Small simplification for probcut in check,Vizvezdenec,2023-05-31 06:24:11+00:00,0,1,1,False,2,2023-05-01,1
4593,Update NNUE architecture to SFNNv6 with larger L1 size of 1536,linrock,2023-05-30 20:58:27+00:00,2,2,1,False,1,2023-05-01,4
4592,Simplify nnue eval complexity calculation,linrock,2023-05-30 20:21:15+00:00,1,3,1,False,1,2023-05-01,4
4591,Return below TB win score when Mate/TB win is unproven,windfishballad,2023-05-28 23:43:52+00:00,26,12,17,False,6,2023-05-01,38
4590,Remove term quadratic in optimism in the eval.,windfishballad,2023-05-28 13:27:31+00:00,2,1,4,False,6,2023-05-01,3
4589,Update CPU contributors list,vondele,2023-05-27 16:04:01+00:00,101,95,1,False,5,2023-05-01,196
4587,Remove `ss->ttHit` condition where `ttValue != VALUE_NONE`,cj5716,2023-05-25 13:09:39+00:00,4,6,1,False,3,2023-05-01,10
4586,Follow up to #4584,cj5716,2023-05-25 04:39:44+00:00,2,3,1,False,3,2023-05-01,5
4585,More Depth Reduction,candirufish,2023-05-24 12:03:30+00:00,2,1,4,False,2,2023-05-01,3
4584,Remove redundant condition in qsearch ,cj5716,2023-05-24 09:53:55+00:00,2,2,2,False,2,2023-05-01,4
4583,Simplify Futility pruning for captures,FauziAkram,2023-05-23 17:53:00+00:00,1,1,1,False,1,2023-05-01,2
4582,Simplify Futility pruning for captures,FauziAkram,2023-05-23 17:40:03+00:00,1,1,1,False,1,2023-05-01,2
4581,Simplify delta calculation in aspiration window,XInTheDark,2023-05-22 12:43:05+00:00,1,1,1,False,0,2023-05-01,2
4579,Simplify Prune moves with negative SEE,FauziAkram,2023-05-21 14:39:03+00:00,1,1,1,False,6,2023-05-01,2
4578,Small simplification in history pruning.,locutus2,2023-05-19 21:18:11+00:00,2,2,1,False,4,2023-05-01,4
4577,Update WLD model,vondele,2023-05-19 21:03:45+00:00,3,3,1,False,4,2023-05-01,6
4576,Simplify optimism calculation.,xoto10,2023-05-19 19:23:14+00:00,5,5,1,False,4,2023-05-01,10
4575,Fix `PvNode` bug on qsearch function when `alpha == beta - 1`,ginkgo20,2023-05-19 12:25:14+00:00,1,1,2,False,4,2023-05-01,2
4574,Search tuning at very long time control,XInTheDark,2023-05-19 07:44:51+00:00,47,47,1,False,4,2023-05-01,94
4573,Simplify NodeType template in qsearch into boolean,cj5716,2023-05-18 06:17:50+00:00,8,10,2,False,3,2023-05-01,18
4572,Simplify SEE verification logic,pb00067,2023-05-17 07:25:37+00:00,2,4,2,False,2,2023-05-01,6
4571,Small simplification in history pruning.,locutus2,2023-05-17 04:36:20+00:00,2,2,1,False,2,2023-05-01,4
4566,Small simplification in low depth pruning.,Vizvezdenec,2023-05-13 21:32:22+00:00,1,1,1,False,5,2023-05-01,2
4565,Exit program when invalid position is set instead of crashing,ZealanL,2023-05-12 04:36:33+00:00,28,17,1,False,4,2023-05-01,45
4564,Simplify extensions condition,XInTheDark,2023-05-12 03:12:12+00:00,62,64,1,False,4,2023-05-01,126
4563,[RFC] Handle *some* out-of-spec behaviour explicitly,Sopel97,2023-05-10 22:28:35+00:00,246,55,11,False,2,2023-05-01,301
4562,code cleanup and normalization,Disservin,2023-05-10 20:35:03+00:00,670,756,3,False,2,2023-05-01,1426
4559,Refine deeper post-lmr searches.,Vizvezdenec,2023-05-07 20:36:27+00:00,1,1,1,False,6,2023-05-01,2
4558,Increase MAX_MOVES to prevent buffer overflow and stack corruption,ZealanL,2023-05-07 00:21:08+00:00,1,1,1,False,6,2023-05-01,2
4557,Small cleanup,Vizvezdenec,2023-05-05 20:35:22+00:00,8,8,2,False,4,2023-05-01,16
4556,Reduce more if current node has a lot of refuted moves.,Vizvezdenec,2023-05-05 04:57:10+00:00,1,1,1,False,4,2023-05-01,2
4555,"Clean up after ""Simplify away complexity in evaluation""",peregrineshahin,2023-05-03 11:12:35+00:00,2,5,1,False,2,2023-05-01,7
4554,Simplify away TT re-evaluation,XInTheDark,2023-05-03 09:04:58+00:00,3,11,1,False,2,2023-05-01,14
4553,Update AUTHORS,ShuhaibNC,2023-05-02 16:42:42+00:00,0,1,1,False,1,2023-05-01,1
4552,Lflcnttd f,candirufish,2023-05-01 18:18:58+00:00,3,2,6,False,0,2023-05-01,5
4551,Add Elo worth to quiets-movepick,FauziAkram,2023-05-01 17:10:33+00:00,7,7,1,False,0,2023-05-01,14
4550,Update 7 eval and optimism params,linrock,2023-05-01 13:36:38+00:00,6,6,1,False,0,2023-05-01,12
4548,Simplify optimism;  removing the (psq - nnue) difference.,xoto10,2023-04-26 14:12:04+00:00,5,11,1,False,2,2023-04-01,16
4547,Simplify away nnueComplexity in evaluation,XInTheDark,2023-04-26 08:52:49+00:00,7,17,5,False,2,2023-04-01,24
4546,Update default net to nn-e1fb1ade4432.nnue,linrock,2023-04-25 01:11:49+00:00,1,1,1,False,1,2023-04-01,2
4545,Update default net to nn-1ceb1a57d117.nnue,linrock,2023-04-24 15:19:01+00:00,1,1,1,False,0,2023-04-01,2
4544,Check for an invalid limit and evaluation type parameters,maximmasiutin,2023-04-23 23:02:22+00:00,39,3,1,False,6,2023-04-01,42
4540,psqt: Fix formatting,Tobias-Glimmerfors,2023-04-23 11:49:51+00:00,5,4,2,False,6,2023-04-01,9
4539,Use classical evals for endgames of 4 pieces or less,maximmasiutin,2023-04-22 15:27:12+00:00,3,2,2,False,5,2023-04-01,5
4538,Less reduction for tt move.,locutus2,2023-04-21 14:47:08+00:00,3,0,1,False,4,2023-04-01,3
4536,add workflow to upload release binaries,Disservin,2023-04-17 20:31:02+00:00,0,0,0,False,0,2023-04-01,0
4535,Simplify verification search,XInTheDark,2023-04-17 14:02:35+00:00,0,5,2,False,0,2023-04-01,5
4534,Simplify away depth condition for aspiration window adjust,XInTheDark,2023-04-17 10:06:01+00:00,9,12,1,False,0,2023-04-01,21
4533,Simplification of SEE verification logic,pb00068,2023-04-17 09:39:55+00:00,4,7,1,False,0,2023-04-01,11
4531,Remove one term in QUIETS-movepick formula,FauziAkram,2023-04-16 15:06:21+00:00,6,7,1,False,6,2023-04-01,13
4530,Simplify away complexity in evaluation,XInTheDark,2023-04-15 12:48:22+00:00,11,32,3,False,5,2023-04-01,43
4529,Simplify away 'pos.non_pawn_material()' condition in early exits,cj5716,2023-04-15 01:33:23+00:00,1,2,1,False,5,2023-04-01,3
4528,Unrolled affine transform for large inputs for AVX-512 (vnni),maximmasiutin,2023-04-14 03:00:44+00:00,476,34,8,False,4,2023-04-01,510
4527,Set the length of GIT_SHA to 8 characters,Torom,2023-04-13 20:09:39+00:00,1,1,1,False,3,2023-04-01,2
4526,Remove some conditions at PV improvement reduction,MinetaS,2023-04-13 03:46:52+00:00,0,3,1,False,3,2023-04-01,3
4525,Update README.md,PedanticHacker,2023-04-12 14:34:32+00:00,63,58,3,False,2,2023-04-01,121
4524,Updated top CPU contributors as of 2023-04-12,maximmasiutin,2023-04-12 10:46:47+00:00,99,94,1,False,2,2023-04-01,193
4522,Simplify stats assignment for Pv nodes.,Vizvezdenec,2023-04-11 16:57:34+00:00,3,5,1,False,1,2023-04-01,8
4521,Update CITATION.cff,PedanticHacker,2023-04-11 14:31:31+00:00,4,4,4,False,1,2023-04-01,8
4520,Update AUTHORS,PedanticHacker,2023-04-11 11:55:23+00:00,17,20,6,False,1,2023-04-01,37
4519,Remove good killer reduction rule.,locutus2,2023-04-11 06:38:47+00:00,0,5,1,False,1,2023-04-01,5
4518,Use lld linker when building with COMP=clang,UniQP,2023-04-10 16:26:40+00:00,3,3,2,False,0,2023-04-01,6
4517,Update search.cpp,Ckyannahall2023,2023-04-10 08:36:39+00:00,1,1,1,False,0,2023-04-01,2
4516,Update benchmark.h,akjroller,2023-04-09 16:16:15+00:00,2,4,1,False,6,2023-04-01,6
4515,Fix root complexity pr,vondele,2023-04-09 11:54:57+00:00,7,4,1,False,6,2023-04-01,11
4513,Bugfix: only grab root complexity when not in check,dubslow,2023-04-09 07:25:53+00:00,0,0,0,False,6,2023-04-01,0
4511,Remove nmpColor,dubslow,2023-04-09 05:05:32+00:00,2,4,1,False,6,2023-04-01,6
4510,Simplify away nnue scale pawn count multiplier,linrock,2023-04-08 16:54:59+00:00,1,1,1,False,5,2023-04-01,2
4509,Fixed character types for Windows to be universal,maximmasiutin,2023-04-08 15:35:09+00:00,21,14,2,False,5,2023-04-01,35
4508,"Remove ""adjusted"" parameter from NNUE::evaluate",cj5716,2023-04-08 04:42:30+00:00,7,9,2,False,5,2023-04-01,16
4507,Fix dynamic linkage,noobpwnftw,2023-04-07 23:26:58+00:00,8,6,1,False,4,2023-04-01,14
4505,Use int conversion for Option class,MinetaS,2023-04-07 15:26:28+00:00,5,5,1,False,4,2023-04-01,10
4504,Remove extraReduction,MinetaS,2023-04-07 14:27:29+00:00,5,6,1,False,4,2023-04-01,11
4502,Made two specializations for affine transform easier to understand. Added AVX-512 for the specialization for small inputs,maximmasiutin,2023-04-06 11:21:28+00:00,16,12,1,False,3,2023-04-01,28
4501,Reduce Position::pieces() overloads,mstembera,2023-04-06 00:11:22+00:00,15,16,1,False,3,2023-04-01,31
4500,Add AVX-512 support for small FC layers,maximmasiutin,2023-04-05 21:57:08+00:00,13,4,1,False,2,2023-04-01,17
4499,Depth Tweak,FauziAkram,2023-04-05 21:38:03+00:00,12,10,1,False,2,2023-04-01,22
4498,Depth Tweak,FauziAkram,2023-04-05 21:25:42+00:00,14,10,1,False,2,2023-04-01,24
4497,removed unnessecary xor,rn5f107s2,2023-04-05 19:33:01+00:00,1,1,1,False,2,2023-04-01,2
4496,Correct number for vector registers for avx-2 and avx-512 and correct register size for avx-512 vector multiplications and additions,maximmasiutin,2023-04-05 11:39:26+00:00,32,12,2,False,2,2023-04-01,44
4495,Assign negative stat bonuses for quiet moves at Pv nodes.,Vizvezdenec,2023-04-05 02:51:03+00:00,3,0,1,False,2,2023-04-01,3
4494,Simplify away piece count condition for useClassical,XInTheDark,2023-04-04 23:28:51+00:00,2,2,2,False,1,2023-04-01,4
4493,Parameters Tweak,FauziAkram,2023-04-04 11:29:32+00:00,5,5,1,False,1,2023-04-01,10
4492,Simplifiy TM's root complexity,dubslow,2023-04-04 01:25:59+00:00,2,6,1,False,1,2023-04-01,8
4491,AVX-512 affine transforms widened,maximmasiutin,2023-04-03 15:29:07+00:00,26,12,1,False,0,2023-04-01,38
4490,Remove unneeded bitboard from MP,miguel-l,2023-04-03 09:35:16+00:00,1,4,1,False,0,2023-04-01,5
4488,AVX-512 was using SIMMD width of AVX-2 in nnue_common,maximmasiutin,2023-04-02 09:58:20+00:00,4,1,1,False,6,2023-04-01,5
4487,Simplify futility_move_count,cj5716,2023-04-02 01:05:32+00:00,2,2,8,False,6,2023-04-01,4
4485,Avoid a warning in clang that IS_64BIT is already defined,maximmasiutin,2023-04-01 20:58:21+00:00,3,1,1,False,5,2023-04-01,4
4484,Fixed division by zero,maximmasiutin,2023-04-01 20:52:34+00:00,6,2,2,False,5,2023-04-01,8
